Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature_Difference,Power
L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0,9.699999999999989,64569.600000000006
L,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,9.699999999999989,57835.4
L,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,9.600000000000023,60446.4
L,299.2,308.8,1605,31.1,181,0,0,0,0,0,0,9.600000000000023,49915.5
L,299.2,308.8,1405,51.4,183,0,0,0,0,0,0,9.600000000000023,72217
M,299.2,308.8,1700,33.5,185,0,0,0,0,0,0,9.600000000000023,56950
H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,9.600000000000023,56304
M,299.2,308.8,1314,52.5,193,0,0,0,0,0,0,9.600000000000023,68985
L,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,9.5,63436.6
M,299.2,308.7,1401,47,198,0,0,0,0,0,0,9.5,65847
L,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,9.5,48916.399999999994
L,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,9.5,54341.7
M,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,9.300000000000011,78216.2
M,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,9.399999999999977,71426
L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,9.399999999999977,57317.7
L,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,9.399999999999977,60102
M,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,9.399999999999977,68527
L,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,9.300000000000011,74182.40000000001
L,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,9.300000000000011,69451.2
L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0,9.300000000000011,65314.00000000001
L,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,9.199999999999989,62857.5
L,299.2,308.4,1509,39.4,0,0,0,0,0,0,0,9.199999999999989,59454.6
L,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,9.199999999999989,67111.2
L,299.2,308.4,1877,23.9,4,0,0,0,0,0,0,9.199999999999989,44860.299999999996
L,299.3,308.3,1651,28,6,0,0,0,0,0,0,9,46228
L,299.2,308.2,1466,41.3,8,0,0,0,0,0,0,9,60545.799999999996
L,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,9,60195.3
L,299.1,308.2,1409,46.4,12,0,0,0,0,0,0,9.099999999999966,65377.6
M,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,9,47206.799999999996
L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,9.199999999999989,80127
M,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,9.100000000000023,46332
L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,9.199999999999989,57082.50000000001
L,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,9.199999999999989,66875.40000000001
L,299.2,308.3,1410,43,26,0,0,0,0,0,0,9.100000000000023,60630
L,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,9.199999999999989,60024.799999999996
M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,9.199999999999989,58489.200000000004
L,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,9.300000000000011,46041.6
L,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,9.199999999999989,67421.2
M,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,9.199999999999989,64558.799999999996
L,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,9.199999999999989,41974.8
L,299.3,308.6,1433,37.7,42,0,0,0,0,0,0,9.300000000000011,54024.100000000006
M,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,9.199999999999989,79083
H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,9.300000000000011,59171
L,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,9.199999999999989,46249.200000000004
M,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,9.199999999999989,58692.5
L,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,9.199999999999989,54400.5
H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,9.199999999999989,73841.6
M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,9.400000000000034,57737.399999999994
H,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,9.300000000000011,62928
L,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,9.199999999999989,68554
L,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,9.300000000000011,67890.2
L,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,9.100000000000023,42250.5
L,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,9.199999999999989,66379.5
M,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,9.199999999999989,58942.4
M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,9.099999999999966,61949.600000000006
M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,9.199999999999989,42131.2
L,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,9.199999999999989,55242
L,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,9.199999999999989,63123.2
M,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,9.199999999999989,69357.59999999999
L,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,9.199999999999989,69255
M,299.2,308.4,1538,38,98,0,0,0,0,0,0,9.199999999999989,58444
M,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,9.199999999999989,48265.200000000004
M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,9.100000000000023,70655.2
M,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,9.100000000000023,71981
L,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,9.099999999999966,75622.8
H,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,9.099999999999966,66845
L,299,308.1,1242,60.9,117,0,0,0,0,0,0,9.100000000000023,75637.8
L,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,9.099999999999966,52105.7
L,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,9.199999999999989,50271.399999999994
L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,9.099999999999966,52214.399999999994
M,299.1,308.3,1506,38,125,0,0,0,0,0,0,9.199999999999989,57228
L,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,9.199999999999989,51968.4
L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,9.299999999999955,58479.7
M,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,9.300000000000011,69572.8
M,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,9.300000000000011,56919.799999999996
L,299.2,308.5,1867,27,138,0,0,0,0,0,0,9.300000000000011,50409
L,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,9.300000000000011,61264.4
L,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,9.199999999999989,51508
L,299.2,308.5,1340,50,144,0,0,0,0,0,0,9.300000000000011,67000
L,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,9.300000000000011,64230.4
L,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,9.300000000000011,59966.399999999994
M,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,9.300000000000011,50343.799999999996
M,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,9.399999999999977,54446.4
L,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,9.400000000000034,61381.6
L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,9.300000000000011,64368.00000000001
M,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,9.300000000000011,57065.2
H,299.2,308.6,1462,55,163,0,0,0,0,0,0,9.400000000000034,80410
M,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,9.400000000000034,65069.200000000004
L,299.2,308.7,1325,51,171,0,0,0,0,0,0,9.5,67575
H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,9.5,74427.2
M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,9.599999999999966,40762.4
L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,9.599999999999966,58272.2
L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,9.5,59779.200000000004
M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,9.5,67604.90000000001
L,299,308.4,1356,52.6,188,0,0,0,0,0,0,9.399999999999977,71325.6
L,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,9.399999999999977,72025.2
L,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,9.399999999999977,54216.9
L,299,308.5,1559,38.1,194,0,0,0,0,0,0,9.5,59397.9
L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,9.5,65753.6
L,299,308.5,1886,23,198,0,0,0,0,0,0,9.5,43378
L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,9.399999999999977,61411
M,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,9.399999999999977,56497.200000000004
L,299,308.4,1571,38.6,5,0,0,0,0,0,0,9.399999999999977,60640.600000000006
L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,9.400000000000034,57681.600000000006
L,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,9.400000000000034,57104
M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,9.300000000000011,65337.600000000006
H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,9.399999999999977,64815.00000000001
L,298.9,308.2,2384,15,19,0,0,0,0,0,0,9.300000000000011,35760
L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,9.399999999999977,77056.2
M,298.9,308.2,2022,20,23,0,0,0,0,0,0,9.300000000000011,40440
L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,9.300000000000011,43506.4
L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,9.300000000000011,78752
M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,9.300000000000011,87259.2
L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,9.400000000000034,44149
M,299,308.3,1377,47.2,35,0,0,0,0,0,0,9.300000000000011,64994.4
L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,9.400000000000034,70024.8
M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,9.300000000000011,63812.99999999999
M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,9.300000000000011,72384.3
L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,9.300000000000011,65685
L,299,308.3,1441,44,48,0,0,0,0,0,0,9.300000000000011,63404
M,299,308.2,1358,42.7,50,0,0,0,0,0,0,9.199999999999989,57986.600000000006
L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,9.300000000000011,51254.399999999994
H,299,308.2,1662,30.4,55,0,0,0,0,0,0,9.199999999999989,50524.799999999996
L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,9.199999999999989,57182.6
M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,9.299999999999955,71288
L,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,9.299999999999955,53498.8
L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,9.299999999999955,68305.4
L,299.1,308.5,1676,31,69,0,0,0,0,0,0,9.399999999999977,51956
M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,9.299999999999955,68864.40000000001
L,299.1,308.5,1647,35,74,0,0,0,0,0,0,9.399999999999977,57645
L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,9.400000000000034,86409.40000000001
H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,9.5,75762.5
L,299.3,308.6,1422,48.9,83,0,0,0,0,0,0,9.300000000000011,69535.8
L,299.3,308.7,1408,48.7,85,0,0,0,0,0,0,9.399999999999977,68569.6
L,299.4,308.9,1440,42.5,87,0,0,0,0,0,0,9.5,61200
L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0,9.5,44654.4
L,299.2,308.7,1492,37.8,91,0,0,0,0,0,0,9.5,56397.6
L,299.2,308.7,1650,30.5,93,0,0,0,0,0,0,9.5,50325
M,299.1,308.6,2329,14.6,95,0,0,0,0,0,0,9.5,34003.4
L,299,308.6,1648,30.8,98,0,0,0,0,0,0,9.600000000000023,50758.4
L,299,308.6,1653,31.7,100,0,0,0,0,0,0,9.600000000000023,52400.1
L,299,308.6,1946,22.3,102,0,0,0,0,0,0,9.600000000000023,43395.8
L,299.1,308.6,1555,36.6,104,0,0,0,0,0,0,9.5,56913
L,299,308.6,1661,32.2,106,0,0,0,0,0,0,9.600000000000023,53484.200000000004
L,299,308.6,1434,45.9,108,0,0,0,0,0,0,9.600000000000023,65820.59999999999
L,299,308.6,1297,54.2,110,0,0,0,0,0,0,9.600000000000023,70297.40000000001
L,299,308.6,1466,46.4,112,0,0,0,0,0,0,9.600000000000023,68022.4
M,298.9,308.6,1517,39.8,114,0,0,0,0,0,0,9.700000000000045,60376.6
L,298.9,308.5,1742,34.5,117,0,0,0,0,0,0,9.600000000000023,60099
L,298.9,308.5,1580,39.1,119,0,0,0,0,0,0,9.600000000000023,61778
M,298.9,308.5,1534,42.9,121,0,0,0,0,0,0,9.600000000000023,65808.59999999999
L,298.9,308.6,1481,40.7,124,0,0,0,0,0,0,9.700000000000045,60276.700000000004
L,299,308.6,1429,37.7,126,0,0,0,0,0,0,9.600000000000023,53873.3
M,298.9,308.6,1574,33.5,128,0,0,0,0,0,0,9.700000000000045,52729
M,298.9,308.6,1524,40.4,131,0,0,0,0,0,0,9.700000000000045,61569.6
L,299,308.7,1507,37.5,134,0,0,0,0,0,0,9.699999999999989,56512.5
L,298.9,308.5,1467,44.7,136,0,0,0,0,0,0,9.600000000000023,65574.90000000001
L,298.9,308.4,1301,51.1,138,0,0,0,0,0,0,9.5,66481.1
L,298.9,308.5,1429,55.1,140,0,0,0,0,0,0,9.600000000000023,78737.90000000001
M,298.9,308.5,1555,37.6,142,0,0,0,0,0,0,9.600000000000023,58468
L,298.9,308.5,1503,40.6,145,0,0,0,0,0,0,9.600000000000023,61021.8
L,298.9,308.5,1459,43.1,147,0,0,0,0,0,0,9.600000000000023,62882.9
H,298.9,308.4,1449,42.4,149,0,0,0,0,0,0,9.5,61437.6
L,298.9,308.5,1387,57.3,154,0,0,0,0,0,0,9.600000000000023,79475.09999999999
M,298.9,308.5,1456,50,156,0,0,0,0,0,0,9.600000000000023,72800
L,299,308.5,1604,34.7,159,0,0,0,0,0,0,9.5,55658.8
L,299,308.6,1734,32.4,161,0,0,0,0,0,0,9.600000000000023,56181.6
L,299,308.6,1378,47.8,163,0,0,0,0,0,0,9.600000000000023,65868.4
L,298.9,308.7,1504,41.8,165,0,0,0,0,0,0,9.800000000000011,62867.2
M,298.9,308.7,1402,49.8,167,0,0,0,0,0,0,9.800000000000011,69819.59999999999
H,298.8,308.6,1524,37.7,170,0,0,0,0,0,0,9.800000000000011,57454.8
L,298.8,308.6,1593,35.5,175,0,0,0,0,0,0,9.800000000000011,56551.5
M,298.9,308.7,1772,28.4,177,0,0,0,0,0,0,9.800000000000011,50324.799999999996
H,298.9,308.6,1623,31,180,0,0,0,0,0,0,9.700000000000045,50313
L,298.9,308.7,1356,50.7,185,0,0,0,0,0,0,9.800000000000011,68749.2
H,298.9,308.7,1500,41.6,187,0,0,0,0,0,0,9.800000000000011,62400
H,299.1,308.8,1566,46.6,192,0,0,0,0,0,0,9.699999999999989,72975.6
L,299.1,308.9,1445,43.4,197,0,0,0,0,0,0,9.799999999999955,62713
H,299,308.8,1382,58.5,199,0,0,0,0,0,0,9.800000000000011,80847
M,299,308.8,1418,45.7,204,0,0,0,0,0,0,9.800000000000011,64802.600000000006
L,299.1,308.8,1329,53.6,207,1,0,0,0,1,0,9.699999999999989,71234.40000000001
M,299.1,308.8,1491,41,209,0,0,0,0,0,0,9.699999999999989,61131
M,299.2,308.9,1573,37.4,212,0,0,0,0,0,0,9.699999999999989,58830.2
M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,9.699999999999989,64338.299999999996
L,299.1,308.9,1467,47.2,218,0,0,0,0,0,0,9.799999999999955,69242.40000000001
M,299.1,308.9,1325,48.4,220,0,0,0,0,0,0,9.799999999999955,64130
L,299.1,308.9,1617,32.3,223,0,0,0,0,0,0,9.799999999999955,52229.1
M,299.1,308.9,1476,42.7,225,0,0,0,0,0,0,9.799999999999955,63025.200000000004
L,299.2,309,1515,48.9,228,1,0,0,0,1,0,9.800000000000011,74083.5
L,299.2,309,1408,47.2,0,0,0,0,0,0,0,9.800000000000011,66457.6
L,299.2,309.1,1468,45.6,2,0,0,0,0,0,0,9.900000000000034,66940.8
L,299.2,309.1,1387,48.7,4,0,0,0,0,0,0,9.900000000000034,67546.90000000001
M,299.2,309.1,1503,34.7,6,0,0,0,0,0,0,9.900000000000034,52154.100000000006
H,299.2,309.1,1410,47.1,9,0,0,0,0,0,0,9.900000000000034,66411
L,299,308.9,1615,30.6,14,0,0,0,0,0,0,9.899999999999977,49419
L,299,308.9,1511,35.9,16,0,0,0,0,0,0,9.899999999999977,54244.9
L,299.1,309,1405,53.8,18,0,0,0,0,0,0,9.899999999999977,75589
M,299,308.9,1526,41.1,20,0,0,0,0,0,0,9.899999999999977,62718.6
L,298.9,308.8,1530,38.3,23,0,0,0,0,0,0,9.900000000000034,58598.99999999999
L,299,308.7,1583,32.5,25,0,0,0,0,0,0,9.699999999999989,51447.5
L,298.9,308.6,2069,18.7,27,0,0,0,0,0,0,9.700000000000045,38690.299999999996
L,298.8,308.5,1490,35,29,0,0,0,0,0,0,9.699999999999989,52150
L,298.8,308.5,1736,29,31,0,0,0,0,0,0,9.699999999999989,50344
L,298.8,308.5,1395,44.4,33,0,0,0,0,0,0,9.699999999999989,61938
M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0,9.700000000000045,70680
L,298.8,308.6,1631,32.4,38,0,0,0,0,0,0,9.800000000000011,52844.399999999994
L,298.8,308.6,1535,41.2,40,0,0,0,0,0,0,9.800000000000011,63242.00000000001
L,298.8,308.6,1584,34.4,42,0,0,0,0,0,0,9.800000000000011,54489.6
M,298.8,308.7,1543,38.2,44,0,0,0,0,0,0,9.899999999999977,58942.600000000006
L,298.8,308.7,1635,35.2,47,0,0,0,0,0,0,9.899999999999977,57552.00000000001
M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0,9.899999999999977,65793
M,298.8,308.6,1598,35.1,52,0,0,0,0,0,0,9.800000000000011,56089.8
L,298.8,308.6,1501,35,55,0,0,0,0,0,0,9.800000000000011,52535
L,298.8,308.5,1450,50.8,57,0,0,0,0,0,0,9.699999999999989,73660
L,298.8,308.6,1730,25.9,59,0,0,0,0,0,0,9.800000000000011,44807
M,298.8,308.6,1571,33.7,61,0,0,0,0,0,0,9.800000000000011,52942.700000000004
L,298.9,308.7,1438,51.7,64,0,0,0,0,0,0,9.800000000000011,74344.6
M,298.8,308.5,1510,38.7,66,0,0,0,0,0,0,9.699999999999989,58437.00000000001
L,298.9,308.7,1389,44.9,69,0,0,0,0,0,0,9.800000000000011,62366.1
L,298.8,308.7,1490,33.6,71,0,0,0,0,0,0,9.899999999999977,50064
L,298.9,308.7,1729,26.6,73,0,0,0,0,0,0,9.800000000000011,45991.4
L,299,308.8,1495,38.4,75,0,0,0,0,0,0,9.800000000000011,57408
L,298.9,308.8,1281,53.9,77,0,0,0,0,0,0,9.900000000000034,69045.9
H,298.9,308.7,1353,48.1,79,0,0,0,0,0,0,9.800000000000011,65079.3
L,299.1,308.8,1429,50.1,84,0,0,0,0,0,0,9.699999999999989,71592.90000000001
L,299.1,308.8,1413,42.1,86,0,0,0,0,0,0,9.699999999999989,59487.3
L,299.1,308.8,1502,38.3,88,0,0,0,0,0,0,9.699999999999989,57526.6
H,299.1,308.8,1553,32.6,90,0,0,0,0,0,0,9.699999999999989,50627.8
H,299.2,308.9,1712,26.4,95,0,0,0,0,0,0,9.699999999999989,45196.799999999996
L,299.3,309,1786,23.5,100,0,0,0,0,0,0,9.699999999999989,41971
L,299.2,309,1951,21.4,102,0,0,0,0,0,0,9.800000000000011,41751.399999999994
M,299.2,309,1541,36.3,104,0,0,0,0,0,0,9.800000000000011,55938.299999999996
L,299.2,309.1,1605,34.3,107,0,0,0,0,0,0,9.900000000000034,55051.49999999999
L,299.2,309.1,1578,38.1,109,0,0,0,0,0,0,9.900000000000034,60121.8
M,299.3,309.2,1440,37.5,111,0,0,0,0,0,0,9.899999999999977,54000
L,299.4,309.2,1489,42.3,114,0,0,0,0,0,0,9.800000000000011,62984.7
L,299.4,309.3,1366,48.4,116,0,0,0,0,0,0,9.900000000000034,66114.4
L,299.3,309.2,1541,37.2,118,0,0,0,0,0,0,9.899999999999977,57325.200000000004
H,299.3,309.1,1552,40.7,120,0,0,0,0,0,0,9.800000000000011,63166.4
L,299.3,309.1,1473,40.3,125,0,0,0,0,0,0,9.800000000000011,59361.899999999994
L,299.3,309.1,1531,37.9,127,0,0,0,0,0,0,9.800000000000011,58024.9
L,299.3,309.2,1511,37.2,129,0,0,0,0,0,0,9.899999999999977,56209.200000000004
M,299.3,309.1,1449,47.9,131,0,0,0,0,0,0,9.800000000000011,69407.09999999999
M,299.4,309.1,1440,50,134,0,0,0,0,0,0,9.700000000000045,72000
M,299.2,309,1881,23.9,137,0,0,0,0,0,0,9.800000000000011,44955.899999999994
L,299.3,309,1447,50.4,140,0,0,0,0,0,1,9.699999999999989,72928.8
M,299.4,309.1,1326,62,142,0,0,0,0,0,0,9.700000000000045,82212
L,299.4,309.2,1607,31.7,145,0,0,0,0,0,0,9.800000000000011,50941.9
L,299.3,309.1,1551,39.1,147,0,0,0,0,0,0,9.800000000000011,60644.100000000006
L,299.3,309.1,1496,37.2,149,0,0,0,0,0,0,9.800000000000011,55651.200000000004
L,299.3,309.1,1493,38,151,0,0,0,0,0,0,9.800000000000011,56734
L,299.4,309.1,1304,50.5,153,0,0,0,0,0,0,9.700000000000045,65852
M,299.3,309,1420,41.6,155,0,0,0,0,0,0,9.699999999999989,59072
L,299.4,309.1,1766,24.6,158,0,0,0,0,0,0,9.700000000000045,43443.600000000006
L,299.6,309.2,1450,43.1,160,0,0,0,0,0,0,9.599999999999966,62495
H,299.5,309.2,1872,22.6,162,0,0,0,0,0,0,9.699999999999989,42307.200000000004
L,299.6,309.2,1713,26.5,167,0,0,0,0,0,0,9.599999999999966,45394.5
M,299.5,309.2,1497,40.9,169,0,0,0,0,0,0,9.699999999999989,61227.299999999996
M,299.4,309.1,1352,44.7,172,0,0,0,0,0,0,9.700000000000045,60434.4
L,299.5,309.2,1499,41.5,175,0,0,0,0,0,0,9.699999999999989,62208.5
L,299.5,309.3,1972,19.3,177,0,0,0,0,0,0,9.800000000000011,38059.6
L,299.5,309.3,1422,49.2,179,0,0,0,0,0,0,9.800000000000011,69962.40000000001
L,299.5,309.3,1523,41.5,181,0,0,0,0,0,0,9.800000000000011,63204.5
L,299.5,309.4,1563,41.5,183,0,0,0,0,0,0,9.899999999999977,64864.5
L,299.4,309.3,1391,46.6,185,0,0,0,0,0,0,9.900000000000034,64820.6
L,299.3,309.1,1795,24.7,187,0,0,0,0,0,0,9.800000000000011,44336.5
L,299.3,309.1,1293,53.7,189,0,0,0,0,0,0,9.800000000000011,69434.1
L,299.2,309.1,1345,60.7,191,1,0,0,0,1,0,9.900000000000034,81641.5
L,299.2,309,1615,33.7,193,0,0,0,0,0,0,9.800000000000011,54425.50000000001
L,299.2,308.9,1342,50.8,195,0,0,0,0,0,0,9.699999999999989,68173.59999999999
L,299.1,308.8,1502,46.7,197,0,0,0,0,0,0,9.699999999999989,70143.40000000001
M,299,308.7,1620,35.4,199,0,0,0,0,0,0,9.699999999999989,57348
L,299,308.7,1537,42.8,202,0,0,0,0,0,0,9.699999999999989,65783.59999999999
L,299,308.7,2248,16.8,204,0,0,0,0,0,0,9.699999999999989,37766.4
L,299,308.7,1706,28.6,206,0,0,0,0,0,0,9.699999999999989,48791.600000000006
L,299,308.7,2250,16.6,208,0,0,0,0,0,0,9.699999999999989,37350
L,299,308.7,1396,48.6,0,0,0,0,0,0,0,9.699999999999989,67845.6
L,298.9,308.6,1522,46.4,2,0,0,0,0,0,0,9.700000000000045,70620.8
L,298.9,308.6,1539,45.4,4,0,0,0,0,0,0,9.700000000000045,69870.59999999999
H,298.9,308.5,1415,54,6,0,0,0,0,0,0,9.600000000000023,76410
L,298.8,308.5,1446,37,11,0,0,0,0,0,0,9.699999999999989,53502
M,298.8,308.6,1486,41.1,13,0,0,0,0,0,0,9.800000000000011,61074.6
L,299,308.7,1426,38.6,16,0,0,0,0,0,0,9.699999999999989,55043.6
L,299,308.7,1449,38.9,18,0,0,0,0,0,0,9.699999999999989,56366.1
L,299.1,308.8,1320,67.5,20,1,0,0,1,0,0,9.699999999999989,89100
M,299.2,308.9,1447,39.6,22,0,0,0,0,0,0,9.699999999999989,57301.200000000004
L,299.3,309,1422,47.3,25,0,0,0,0,0,0,9.699999999999989,67260.59999999999
L,299.3,309.1,1399,52.1,27,0,0,0,0,0,0,9.800000000000011,72887.90000000001
L,299.4,309.2,1427,41.5,29,0,0,0,0,0,0,9.800000000000011,59220.5
M,299.3,309.2,1334,46.3,31,0,0,0,0,0,0,9.899999999999977,61764.2
M,299.3,309.1,1385,45.6,34,0,0,0,0,0,0,9.800000000000011,63156
L,299.4,309.2,1552,37.4,37,0,0,0,0,0,0,9.800000000000011,58044.799999999996
H,299.4,309.3,1534,37.5,39,0,0,0,0,0,0,9.900000000000034,57525
L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0,9.900000000000034,70372.8
L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,9.800000000000011,62982.3
L,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,9.800000000000011,55924.5
H,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,9.700000000000045,63272.299999999996
L,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,9.700000000000045,43249.700000000004
L,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,9.700000000000045,34378.2
M,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,9.800000000000011,60169.299999999996
L,299.3,309.1,1634,36.8,62,0,0,0,0,0,0,9.800000000000011,60131.2
L,299.3,309,1516,38.7,64,0,0,0,0,0,0,9.699999999999989,58669.200000000004
L,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,9.700000000000045,80265.5
L,299.4,309.1,1670,35.9,68,0,0,0,0,0,0,9.700000000000045,59953
M,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,9.700000000000045,71004.6
L,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,9.800000000000011,64015.2
L,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,9.800000000000011,55549.200000000004
M,299.5,309.3,1506,41.5,77,0,0,0,0,0,0,9.800000000000011,62499
M,299.6,309.4,1642,30.3,80,0,0,0,0,0,0,9.799999999999955,49752.6
M,299.6,309.4,1283,62.1,83,0,0,0,0,0,0,9.799999999999955,79674.3
H,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,9.800000000000011,64349.99999999999
L,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,9.699999999999989,55820.1
L,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,9.699999999999989,49170
M,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,9.800000000000011,71607.2
H,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,9.700000000000045,72192
L,300,309.7,1586,37.8,103,0,0,0,0,0,0,9.699999999999989,59950.799999999996
L,300,309.8,1372,39.6,105,0,0,0,0,0,0,9.800000000000011,54331.200000000004
H,300,309.7,1529,42.4,107,0,0,0,0,0,0,9.699999999999989,64829.6
M,300,309.7,1652,28.6,112,0,0,0,0,0,0,9.699999999999989,47247.200000000004
